,NAME,state,county
2907,"Neosho County, Kansas",20,133
2908,"Norton County, Kansas",20,137
2909,"Osborne County, Kansas",20,141
2910,"Ottawa County, Kansas",20,143
2911,"Pawnee County, Kansas",20,145
2912,"Phillips County, Kansas",20,147
2913,"Pottawatomie County, Kansas",20,149
2914,"Pratt County, Kansas",20,151
2915,"Rawlins County, Kansas",20,153
2916,"Reno County, Kansas",20,155
2917,"Republic County, Kansas",20,157
2918,"Rice County, Kansas",20,159
2919,"Riley County, Kansas",20,161
2920,"Rooks County, Kansas",20,163
2921,"Rush County, Kansas",20,165
2922,"Russell County, Kansas",20,167
2923,"Saline County, Kansas",20,169
2924,"Scott County, Kansas",20,171
2925,"Sedgwick County, Kansas",20,173
2926,"Seward County, Kansas",20,175
2927,"Shawnee County, Kansas",20,177
2928,"Sheridan County, Kansas",20,179
2929,"Hampton County, South Carolina",45,049
2930,"Horry County, South Carolina",45,051
2931,"Kershaw County, South Carolina",45,055
2932,"Lancaster County, South Carolina",45,057
2933,"Laurens County, South Carolina",45,059
2934,"Lexington County, South Carolina",45,063
2935,"McCormick County, South Carolina",45,065
2936,"Marlboro County, South Carolina",45,069
2937,"Newberry County, South Carolina",45,071
2938,"Orangeburg County, South Carolina",45,075
2939,"Pickens County, South Carolina",45,077
2940,"Saluda County, South Carolina",45,081
2941,"Spartanburg County, South Carolina",45,083
2942,"Union County, South Carolina",45,087
2943,"Williamsburg County, South Carolina",45,089
2944,"York County, South Carolina",45,091
2945,"Beadle County, South Dakota",46,005
2946,"Bennett County, South Dakota",46,007
2947,"Brookings County, South Dakota",46,011
2948,"Brown County, South Dakota",46,013
2949,"Buffalo County, South Dakota",46,017
2950,"Butte County, South Dakota",46,019
2951,"Campbell County, South Dakota",46,021
2952,"Charles Mix County, South Dakota",46,023
2953,"Clark County, South Dakota",46,025
2954,"Clay County, South Dakota",46,027
2955,"Codington County, South Dakota",46,029
2956,"Corson County, South Dakota",46,031
2957,"Custer County, South Dakota",46,033
2958,"Davison County, South Dakota",46,035
2959,"Day County, South Dakota",46,037
2960,"Deuel County, South Dakota",46,039
2961,"Dewey County, South Dakota",46,041
2962,"Douglas County, South Dakota",46,043
2963,"Edmunds County, South Dakota",46,045
2964,"Fall River County, South Dakota",46,047
2965,"Faulk County, South Dakota",46,049
2966,"Grant County, South Dakota",46,051
2967,"Gregory County, South Dakota",46,053
2968,"Haakon County, South Dakota",46,055
2969,"Hamlin County, South Dakota",46,057
2970,"Hand County, South Dakota",46,059
2971,"Harding County, South Dakota",46,063
2972,"Hughes County, South Dakota",46,065
2973,"Hyde County, South Dakota",46,069
2974,"Jackson County, South Dakota",46,071
2975,"Jones County, South Dakota",46,075
2976,"Kingsbury County, South Dakota",46,077
2977,"Greenville County, South Carolina",45,045
2978,"Lake County, South Dakota",46,079
2979,"Lincoln County, South Dakota",46,083
2980,"Lyman County, South Dakota",46,085
2981,"McPherson County, South Dakota",46,089
2982,"Marshall County, South Dakota",46,091
2983,"Mellette County, South Dakota",46,095
2984,"Miner County, South Dakota",46,097
2985,"Moody County, South Dakota",46,101
2986,"Tallahatchie County, Mississippi",28,135
2987,"Tishomingo County, Mississippi",28,141
2988,"Walthall County, Mississippi",28,147
2989,"Wayne County, Mississippi",28,153
2990,"Winston County, Mississippi",28,159
2991,"Bernalillo County, New Mexico",35,001
2992,"Roosevelt County, New Mexico",35,041
2993,"San Miguel County, New Mexico",35,047
2994,"Sierra County, New Mexico",35,051
2995,"Torrance County, New Mexico",35,057
2996,"Adams County, North Dakota",38,001
2997,"Billings County, North Dakota",38,007
2998,"Burke County, North Dakota",38,013
2999,"Cavalier County, North Dakota",38,019
3000,"Divide County, North Dakota",38,023
3001,"Emmons County, North Dakota",38,029
3002,"Grand Forks County, North Dakota",38,035
3003,"Hettinger County, North Dakota",38,041
3004,"Logan County, North Dakota",38,047
3005,"McKenzie County, North Dakota",38,053
3006,"Morton County, North Dakota",38,059
3007,"Nelson County, North Dakota",38,063
3008,"Pierce County, North Dakota",38,069
3009,"Renville County, North Dakota",38,075
3010,"Sargent County, North Dakota",38,081
3011,"Slope County, North Dakota",38,087
3012,"Stutsman County, North Dakota",38,093
3013,"Walsh County, North Dakota",38,099
3014,"Wells County, North Dakota",38,103
3015,"Brown County, Kansas",20,013
3016,"Chase County, Kansas",20,017
3017,"Cheyenne County, Kansas",20,023
3018,"Cloud County, Kansas",20,029
3019,"Cowley County, Kansas",20,035
3020,"Decatur County, Kansas",20,039
3021,"Douglas County, Kansas",20,045
3022,"Ellis County, Kansas",20,051
3023,"Ford County, Kansas",20,057
3024,"Gove County, Kansas",20,063
3025,"Grant County, Kansas",20,067
3026,"Greenwood County, Kansas",20,073
3027,"Harvey County, Kansas",20,079
3028,"Jackson County, Kansas",20,085
3029,"Jewell County, Kansas",20,089
3030,"Kingman County, Kansas",20,095
3031,"Lane County, Kansas",20,101
3032,"Linn County, Kansas",20,107
3033,"Lyon County, Kansas",20,111
3034,"Marshall County, Kansas",20,117
3035,"Mitchell County, Kansas",20,123
3036,"Morton County, Kansas",20,129
3037,"Ness County, Kansas",20,135
3038,"Osage County, Kansas",20,139
3039,"Stafford County, Kansas",20,185
3040,"Sumner County, Kansas",20,191
3041,"Wabaunsee County, Kansas",20,197
3042,"Wichita County, Kansas",20,203
3043,"Woodson County, Kansas",20,207
3044,"Allen County, Kentucky",21,003
3045,"Sherman County, Kansas",20,181
3046,"Smith County, Kansas",20,183
3047,"Stanton County, Kansas",20,187
3048,"Stevens County, Kansas",20,189
3049,"Thomas County, Kansas",20,193
3050,"Trego County, Kansas",20,195
3051,"Wallace County, Kansas",20,199
3052,"Washington County, Kansas",20,201
3053,"Wilson County, Kansas",20,205
3054,"Wyandotte County, Kansas",20,209
3055,"Adair County, Kentucky",21,001
3056,"Anderson County, Kentucky",21,005
3057,"Ballard County, Kentucky",21,007
3058,"Bath County, Kentucky",21,011
3059,"Bell County, Kentucky",21,013
3060,"Bourbon County, Kentucky",21,017
3061,"Boyd County, Kentucky",21,019
3062,"Bracken County, Kentucky",21,023
3063,"Breckinridge County, Kentucky",21,027
3064,"Bullitt County, Kentucky",21,029
3065,"Caldwell County, Kentucky",21,033
3066,"Calloway County, Kentucky",21,035
3067,"Carlisle County, Kentucky",21,039
3068,"Carroll County, Kentucky",21,041
3069,"Casey County, Kentucky",21,045
3070,"Christian County, Kentucky",21,047
3071,"Clay County, Kentucky",21,051
3072,"Clinton County, Kentucky",21,053
3073,"Cumberland County, Kentucky",21,057
3074,"Daviess County, Kentucky",21,059
3075,"Elliott County, Kentucky",21,063
3076,"Fayette County, Kentucky",21,067
3077,"Fleming County, Kentucky",21,069
3078,"Franklin County, Kentucky",21,073
3079,"Fulton County, Kentucky",21,075
3080,"Garrard County, Kentucky",21,079
3081,"Grant County, Kentucky",21,081
3082,"Grayson County, Kentucky",21,085
3083,"Green County, Kentucky",21,087
3084,"Hancock County, Kentucky",21,091
3085,"Hardin County, Kentucky",21,093
3086,"Harrison County, Kentucky",21,097
3087,"Henderson County, Kentucky",21,101
3088,"Henry County, Kentucky",21,103
3089,"Hickman County, Kentucky",21,105
3090,"Hopkins County, Kentucky",21,107
3091,"Jackson County, Kentucky",21,109
3092,"Jefferson County, Kentucky",21,111
3093,"Jessamine County, Kentucky",21,113
3094,"Johnson County, Kentucky",21,115
3095,"Kenton County, Kentucky",21,117
3096,"Knott County, Kentucky",21,119
3097,"Knox County, Kentucky",21,121
3098,"Larue County, Kentucky",21,123
3099,"Laurel County, Kentucky",21,125
3100,"Lawrence County, Kentucky",21,127
3101,"Lee County, Kentucky",21,129
3102,"Leslie County, Kentucky",21,131
3103,"Letcher County, Kentucky",21,133
3104,"Oglala Lakota County, South Dakota",46,102
3105,"Perkins County, South Dakota",46,105
3106,"Potter County, South Dakota",46,107
3107,"Roberts County, South Dakota",46,109
3108,"Spink County, South Dakota",46,115
3109,"Stanley County, South Dakota",46,117
3110,"Todd County, South Dakota",46,121
3111,"Tripp County, South Dakota",46,123
3112,"Union County, South Dakota",46,127
3113,"Walworth County, South Dakota",46,129
3114,"Ziebach County, South Dakota",46,137
3115,"Anderson County, Tennessee",47,001
3116,"Benton County, Tennessee",47,005
3117,"Bledsoe County, Tennessee",47,007
3118,"Bradley County, Tennessee",47,011
3119,"Campbell County, Tennessee",47,013
3120,"Carroll County, Tennessee",47,017
3121,"Carter County, Tennessee",47,019
3122,"Chester County, Tennessee",47,023
3123,"Claiborne County, Tennessee",47,025
3124,"Cocke County, Tennessee",47,029
3125,"Coffee County, Tennessee",47,031
3126,"Cumberland County, Tennessee",47,035
3127,"Davidson County, Tennessee",47,037
3128,"DeKalb County, Tennessee",47,041
3129,"Dickson County, Tennessee",47,043
3130,"Dyer County, Tennessee",47,045
3131,"Fayette County, Tennessee",47,047
3132,"Fentress County, Tennessee",47,049
3133,"Franklin County, Tennessee",47,051
3134,"Gibson County, Tennessee",47,053
3135,"Giles County, Tennessee",47,055
3136,"Grainger County, Tennessee",47,057
3137,"Greene County, Tennessee",47,059
3138,"Grundy County, Tennessee",47,061
3139,"Hamblen County, Tennessee",47,063
3140,"Hamilton County, Tennessee",47,065
3141,"Hancock County, Tennessee",47,067
3142,"Hardeman County, Tennessee",47,069
3143,"Hardin County, Tennessee",47,071
3144,"Hawkins County, Tennessee",47,073
3145,"Haywood County, Tennessee",47,075
3146,"Henderson County, Tennessee",47,077
3147,"Henry County, Tennessee",47,079
3148,"Hickman County, Tennessee",47,081
3149,"Houston County, Tennessee",47,083
3150,"Humphreys County, Tennessee",47,085
3151,"Jefferson County, Tennessee",47,089
3152,"Johnson County, Tennessee",47,091
3153,"Lake County, Tennessee",47,095
3154,"Lauderdale County, Tennessee",47,097
3155,"Lewis County, Tennessee",47,101
3156,"Lincoln County, Tennessee",47,103
3157,"McMinn County, Tennessee",47,107
3158,"McNairy County, Tennessee",47,109
3159,"Madison County, Tennessee",47,113
3160,"Marion County, Tennessee",47,115
3161,"Maury County, Tennessee",47,119
3162,"Boone County, Kentucky",21,015
3163,"Boyle County, Kentucky",21,021
3164,"Breathitt County, Kentucky",21,025
3165,"Butler County, Kentucky",21,031
3166,"Campbell County, Kentucky",21,037
3167,"Carter County, Kentucky",21,043
3168,"Clark County, Kentucky",21,049
3169,"Crittenden County, Kentucky",21,055
3170,"Edmonson County, Kentucky",21,061
3171,"Estill County, Kentucky",21,065
3172,"Floyd County, Kentucky",21,071
3173,"Gallatin County, Kentucky",21,077
3174,"Graves County, Kentucky",21,083
3175,"Greenup County, Kentucky",21,089
3176,"Harlan County, Kentucky",21,095
3177,"Hart County, Kentucky",21,099
3178,"McLean County, Kentucky",21,149
3179,"Magoffin County, Kentucky",21,153
3180,"Martin County, Kentucky",21,159
3181,"Menifee County, Kentucky",21,165
3182,"Monroe County, Kentucky",21,171
3183,"Muhlenberg County, Kentucky",21,177
3184,"Ohio County, Kentucky",21,183
3185,"Owsley County, Kentucky",21,189
3186,"Perry County, Kentucky",21,193
3187,"Pulaski County, Kentucky",21,199
3188,"Rowan County, Kentucky",21,205
3189,"Shelby County, Kentucky",21,211
3190,"Taylor County, Kentucky",21,217
3191,"Trigg County, Kentucky",21,221
3192,"Warren County, Kentucky",21,227
3193,"Webster County, Kentucky",21,233
3194,"Woodford County, Kentucky",21,239
3195,"Cumberland County, Maine",23,005
3196,"Kennebec County, Maine",23,011
3197,"Oxford County, Maine",23,017
3198,"Sagadahoc County, Maine",23,023
3199,"Waldo County, Maine",23,027
3200,"Aitkin County, Minnesota",27,001
3201,"Freeborn County, Minnesota",27,047
3202,"Hennepin County, Minnesota",27,053
3203,"Isanti County, Minnesota",27,059
3204,"Jackson County, Minnesota",27,063
3205,"Kittson County, Minnesota",27,069
3206,"Lake County, Minnesota",27,075
3207,"Lincoln County, Minnesota",27,081
3208,"Mahnomen County, Minnesota",27,087
3209,"Meeker County, Minnesota",27,093
3210,"Mower County, Minnesota",27,099
3211,"Barren County, Kentucky",21,009
3212,"Nobles County, Minnesota",27,105
3213,"Otter Tail County, Minnesota",27,111
3214,"Pipestone County, Minnesota",27,117
3215,"Ramsey County, Minnesota",27,123
3216,"Renville County, Minnesota",27,129
3217,"Roseau County, Minnesota",27,135
3218,"Sherburne County, Minnesota",27,141
3219,"Steele County, Minnesota",27,147
3220,"Todd County, Minnesota",27,153
